drugid,CVCL_0179,CVCL_1092,CVCL_1104,CVCL_1106,CVCL_1110,CVCL_1114,CVCL_1183,CVCL_3509,CVCL_1230,CVCL_1245,CVCL_0290,CVCL_2067,CVCL_0332,CVCL_1304,CVCL_4647,CVCL_0004,CVCL_0589,CVCL_0031,CVCL_0062,CVCL_0418,CVCL_0419,CVCL_1425,CVCL_1426,CVCL_0064,CVCL_1609,CVCL_1619,CVCL_1620,CVCL_3768,CVCL_1627,CVCL_1628,CVCL_1629,CVCL_0035,CVCL_1662,CVCL_0014,CVCL_1694,CVCL_0033,CVCL_0532,CVCL_0098,CVCL_0553,CVCL_0006,CVCL_0588
PICTILISIB,0.25682859183253526,0.19079512421018702,0.16200331406353052,0.3475229943296837,0.34689702710130155,0.308640896239338,0.1338094945621698,0.047550788714388004,0.38828053586922234,0.27495144201347593,0.15995100960423067,0.24081075084698025,0.3118493338443206,0.38871614796941045,0.15776428969730527,0.09889039812506063,0.35155031297943873,0.34954805975411396,0.15924954749977407,0.41788182273304125,0.25486536179667235,0.38803982368459405,0.2837157407456414,0.5182221960000417,0.46848994415038736,0.34550818930794264,0.272290396534547,0.12333666586296978,0.16641083100061219,0.24991450589295963,0.13742284000556845,0.15643562514488807,0.24958151884206772,0.3514825350554474,0.28416408503892426,0.37739318448747167,0.20466642592937073,,0.29290404600018694,0.35749301734936356,0.35047151584342195
SELUMETINIB,0.007847367591043585,0.05086507714078641,0.12169777390497166,0.05839015940358766,0.047801229024951306,0.3151205758040723,0.7662958169643531,0.16057027772750584,0.1630564840758605,0.2657951793965942,0.1256001881818299,0.1820645143175774,,0.2950210994964316,0.1923602717749961,0.1858935499954054,0.2527766881533969,0.1161860508876045,0.2668043384192914,0.10645242475787055,0.09804981353754263,0.22854432180444642,0.22990646139257423,0.3833712165420251,,,0.30474979108716127,0.2612115802297194,0.1260752667756603,0.34429407724691496,0.11183100405699863,0.01732750984283913,0.33570301853219997,,0.5292408550055816,0.016292905915953153,0.06642681464561044,0.5624964306802287,0.08725475677707639,0.5107286522515235,0.004051792531473038
SERDEMETAN,,0.15532689536354596,0.024047815697666192,0.30310787823428753,0.19040413612685553,0.103319481446915,0.17172655499354086,0.016086546760254998,,0.0737561246604576,0.0425585458792704,0.08424653327889578,0.214934462348176,,0.046903845925368656,0.12830890239399076,0.20287350797499784,0.07419908402450534,,0.08589083864883947,0.13499294394713823,0.2704471001208126,0.24443518093411773,,,,0.28965942863724753,0.10140145502733361,0.038437020636290765,0.06648438922431966,0.0888083069821427,0.012190263169083242,0.08879059085811912,,0.2997452127775622,,0.07112393229231419,,0.0579178925001066,0.24491789611335502,0.08876561364405504
SORAFENIB,0.2793623443532144,0.07486399936430786,,0.048666000000017966,0.02315930097313621,0.17123785169683392,0.2438461531219481,0.0006454014477967458,0.20541568951729028,0.03289703892344408,0.08005455603577527,0.07645352245260434,0.2887134534743082,0.16465324177167634,0.11349907170731419,0.2144854626865488,0.520933873316271,0.097240229471163,0.06943806985241166,0.1672831987323966,0.20991330874036898,0.500968598733375,0.36551655295483565,0.8332996405746631,0.02036466666664617,0.0065486669024865055,0.20857504346835742,0.14281710523773608,0.06591774377881748,0.22481773973691216,0.09424911934044632,0.1353090430823986,0.0005334180929609796,0.1324112082882084,0.17458660547384494,0.17882743838606371,0.0017688250933586532,0.13237061093199473,0.16144821494122832,0.1906446208324696,
SUNITINIB,0.1951124460621763,0.16588702428225802,0.11140129372283172,0.15074075162715156,0.231289196870226,0.21584480536006198,0.20104571214097014,0.11735323376333578,0.20921803658501473,0.174237650257491,0.12871079409206948,0.20769361171505163,0.25085067813062356,0.1444568762158514,0.2209214213855028,0.24643226052681214,0.5051356276743131,0.15862672731816344,0.13761119545601405,0.19944289561051504,0.26647844681250843,0.451782544696521,0.3122174115042538,0.8277136881708591,0.1806242416698847,0.3302883486780984,0.241454420097351,0.12574473157816984,0.12815180903062098,0.20801612665560915,0.10957633975529729,0.06815112812266047,0.21475664730200245,0.1962818866323601,0.2623684077576441,,0.10672524624812346,0.17783554136671897,0.052708660666257644,0.29200703508455883,0.10553623598169559
TANESPIMYCIN,0.32680957577425596,0.19555228653750023,0.02215777684716428,,0.4348827737922483,0.33167472133450054,0.6282310908453268,0.09218570280046959,0.22033308945710414,0.33230761008978804,0.22535760873989444,0.2378612585784235,0.4484163954420811,0.3622241566239,0.30945923370342004,0.48303210467077534,0.3034950912683822,0.23392727679894765,0.2051296279350222,0.5579215454403845,0.17735213060589747,0.3872546724127873,0.28300467208119995,0.7048479657584913,0.33990255454553764,0.5420331862005668,0.3989983334953187,0.42039402971996026,0.2301641308293382,0.23540357008844415,0.49276565659345894,0.104572162456907,0.09772695826620166,0.39266534124652025,0.3792511544340598,0.5014598307361601,0.21776998023095398,0.47555222619965654,0.20808993572550272,0.4015252758465875,0.357276249514198
TEMSIROLIMUS,,,0.1462122215796707,0.44806566497659567,0.459563711199817,,,0.05918690654258283,0.14909986235212863,0.27730448252861006,0.21586984796747977,0.10587349145842002,,0.4265464501699084,,,,0.36645679510216833,0.22779989441885248,,,0.44032490916390016,0.33447618892255776,0.5932588439219274,0.3316027284898416,0.25233302006974984,,,0.1904624031452083,,0.05754088152858915,,0.2852681784140062,0.37938371407415283,,,0.18598875350532046,0.06883182282269074,,0.35512498915242946,0.38427121221679317
TOPOTECAN,0.0635177801741414,0.3577837279746263,0.16408186796703098,0.4549156060247883,0.42063642136111207,0.452598003711874,0.5142604061868096,0.3159233442675666,0.49101768131680057,0.24194093633863614,0.233549100393374,0.122676084266626,0.23443199227959824,0.1881109618486602,0.24110775587898448,0.3822964424314835,0.48649464367205025,0.1531284223189626,0.1496828105314681,0.4368749426777952,0.37622234909334534,0.5009202213090178,0.3205755009372665,0.6518931257849032,0.5934323320377153,0.5856574294002348,0.6638162196558001,0.19449606775136347,0.19170792205527057,0.2542171496713272,0.32622191053222493,0.27871963059039484,0.19299334586536981,0.4242041506207647,0.6460583734625608,0.5975699534760358,0.23612117059790114,0.5717942286284686,0.29859241093624794,0.46353570871670297,0.23797653382648884
VANDETANIB,0.14006843324884266,0.11881801131443509,0.122154216262481,0.1309988604807693,0.19680002961034138,0.39934618401129907,0.1802484701897253,0.03946058458667413,0.0115424295685018,0.14844573011697698,0.13497137923161873,0.20563075043086604,,0.2914348107620063,0.12060747648867882,0.3031020251118811,0.28770709216875345,0.03273640525810226,0.12637826824927226,0.20880380058882717,0.22829791861088727,0.2067329163101391,,0.2917198918078088,0.056669349478660855,0.055871846987893485,0.0392632710119278,0.0460074487494028,0.0767905486707934,0.3019965212870189,0.0375129458969355,0.0865215470477126,0.11169758465897192,,0.125672602745257,0.11349549633217842,0.13210711387491092,0.04989007159759174,0.12637652430149596,0.13342562495462873,0.09254525563436954
VORINOSTAT,0.16974805398709122,0.12291045108050555,0.17256054316332514,0.2212381334404395,0.15608995139223475,0.239386784943561,0.26024089214853896,0.15991189009258944,0.2071002952961179,0.22404589699073002,0.09786382750096106,,0.20651185446506454,0.20726932108741158,0.108941245707535,0.23965653296130723,0.2846063493911443,0.28762515077523304,0.14725769026187868,0.30504767507081626,0.15860411249537681,0.28369303831545,0.230214240877158,0.40475803211932554,0.32356519334969835,0.2639578350867759,0.2542251993796333,0.17275347810594482,0.12141377714495868,0.30191778321014096,0.207814260509507,0.0683674870530586,0.219957979976118,0.33726067909359336,0.17706038481698672,0.27233709846459164,0.17639060212384697,0.32087686523736,0.18720083912591848,0.3056297757324116,0.12202958830408502
